Ref,Val,Package,PosX,PosY,Rot,Side
"R135","3.3K","R_0603_1608Metric",337.360000,-264.110000,180.000000,top
"R136","150","R_0603_1608Metric",339.360000,-265.925000,180.000000,top
"R137","100K","R_0603_1608Metric",339.360000,-267.735000,0.000000,top
"R138","3.3K","R_0603_1608Metric",254.415000,-135.210000,0.000000,top
"R139","150","R_0603_1608Metric",252.405000,-133.400000,0.000000,top
"R140","100","R_0603_1608Metric",258.625000,-275.510000,0.000000,top
"R141","100","R_0603_1608Metric",333.895000,-123.880000,180.000000,top
"R142","100K","R_0603_1608Metric",252.415000,-131.570000,180.000000,top
"R143","10K","R_0603_1608Metric",339.360000,-274.000000,180.000000,top
"R144","10K","R_0603_1608Metric",252.415000,-125.435000,0.000000,top
"R145","22.1","R_0603_1608Metric",272.890000,-293.390000,-90.000000,top
"R146","22.1","R_0603_1608Metric",319.635000,-105.825000,90.000000,top
"R147","100","R_0603_1608Metric",332.060000,-271.250000,90.000000,top
"R148","100","R_0603_1608Metric",259.720000,-128.095000,-90.000000,top
"R149","68K","R_0603_1608Metric",351.645000,-106.875000,-90.000000,top
"R150","10K","R_0603_1608Metric",351.640000,-110.100000,-90.000000,top
"R153","68K","R_0603_1608Metric",356.615000,-106.870000,-90.000000,top
"R154","10K","R_0603_1608Metric",356.620000,-110.095000,-90.000000,top
"R157","10K","R_0603_1608Metric",402.130000,-150.940000,-90.000000,top
"R158","10K","R_0603_1608Metric",373.055000,-248.165000,90.000000,top
"R159","150","R_0603_1608Metric",387.000000,-105.825000,90.000000,top
"R160","68K","R_0603_1608Metric",361.540000,-106.870000,-90.000000,top
"R161","10K","R_0603_1608Metric",361.535000,-110.095000,-90.000000,top
"R162","150","R_0603_1608Metric",392.375000,-293.000000,-90.000000,top
"R165","10K","R_0603_1608Metric",403.985000,-150.940000,90.000000,top
"R166","10K","R_0603_1608Metric",376.890000,-248.155000,-90.000000,top
"R167","10K","R_0603_1608Metric",405.875000,-150.940000,90.000000,top
"R168","150","R_0603_1608Metric",395.000000,-105.825000,90.000000,top
"R169","10K","R_0603_1608Metric",374.955000,-248.155000,-90.000000,top
"R170","150","R_0603_1608Metric",384.710000,-293.000000,-90.000000,top
"R171","1K","R_0603_1608Metric",402.140000,-126.160000,-90.000000,top
"R172","1K","R_0603_1608Metric",376.867500,-273.245000,90.000000,top
"R173","150","R_0603_1608Metric",403.000000,-105.825000,90.000000,top
"R174","150","R_0603_1608Metric",376.530000,-293.000000,-90.000000,top
"R175","68K","R_0603_1608Metric",366.405000,-106.870000,-90.000000,top
"R176","10K","R_0603_1608Metric",366.405000,-110.095000,-90.000000,top
"R179","10K","R_0603_1608Metric",392.145000,-159.645000,90.000000,top
"R180","10K","R_0603_1608Metric",387.075000,-159.645000,-90.000000,top
"R181","10K","R_0603_1608Metric",386.790000,-239.790000,-90.000000,top
"R182","10K","R_0603_1608Metric",389.865000,-239.790000,90.000000,top
"R183","1K","R_0603_1608Metric",365.235000,-141.555000,180.000000,top
"R185","16K","R_0603_1608Metric",419.145000,-129.740000,180.000000,top
"R187","3.3K","R_0603_1608Metric",364.470000,-135.300000,180.000000,top
"R188","150","R_0603_1608Metric",364.470000,-133.485000,0.000000,top
"R189","100K","R_0603_1608Metric",364.470000,-131.675000,180.000000,top
"R193","10K","R_0603_1608Metric",364.470000,-125.410000,0.000000,top
"R195","100","R_0603_1608Metric",371.735000,-128.160000,-90.000000,top
"R198","100","R_0603_1608Metric",417.870000,-126.530000,90.000000,top
"R201","10K","R_0603_1608Metric",431.415000,-126.530000,90.000000,top
"R202","6.2K","R_0603_1608Metric",414.795000,-131.435000,180.000000,top
"R204","249","R_0603_1608Metric",429.390000,-126.530000,90.000000,top
"R205","1K","R_0603_1608Metric",346.805000,-141.555000,180.000000,top
"R207","3.3K","R_0603_1608Metric",348.005000,-135.300000,0.000000,top
"R208","150","R_0603_1608Metric",346.005000,-133.485000,0.000000,top
"R211","100K","R_0603_1608Metric",346.005000,-131.675000,180.000000,top
"R213","100","R_0603_1608Metric",428.090000,-123.885000,180.000000,top
"R215","10K","R_0603_1608Metric",346.005000,-125.410000,0.000000,top
"R218","22.1","R_0603_1608Metric",413.835000,-106.020000,90.000000,top
"R219","100","R_0603_1608Metric",353.305000,-128.160000,-90.000000,top
"R221","10K","R_0603_1608Metric",269.000000,-204.000000,0.000000,top
"R222","10K","R_0603_1608Metric",281.000000,-208.000000,0.000000,top
"R223","10K","R_0603_1608Metric",292.000000,-210.000000,0.000000,top
"R224","10K","R_0603_1608Metric",305.000000,-217.000000,180.000000,top
"R225","10K","R_0603_1608Metric",298.000000,-194.000000,0.000000,top
"R226","10K","R_0603_1608Metric",314.000000,-183.000000,0.000000,top
"R227","10K","R_0603_1608Metric",265.000000,-204.000000,180.000000,top
"R228","10K","R_0603_1608Metric",279.000000,-211.000000,180.000000,top
"R229","10K","R_0603_1608Metric",292.000000,-205.000000,180.000000,top
"R230","10K","R_0603_1608Metric",305.000000,-206.000000,0.000000,top
"R231","10K","R_0603_1608Metric",291.000000,-194.000000,180.000000,top
"R232","10K","R_0603_1608Metric",312.000000,-190.000000,180.000000,top
"R233","10K","R_0603_1608Metric",207.000000,-105.825000,-90.000000,top
"R234","10K","R_0603_1608Metric",215.000000,-105.825000,-90.000000,top
"R235","10K","R_0603_1608Metric",223.000000,-105.825000,-90.000000,top
"R236","10K","R_0603_1608Metric",298.000000,-105.825000,-90.000000,top
"R237","10K","R_0603_1608Metric",306.000000,-105.825000,-90.000000,top
"R238","10K","R_0603_1608Metric",314.000000,-105.825000,-90.000000,top
"R239","10K","R_0603_1608Metric",393.000000,-105.825000,-90.000000,top
"R240","10K","R_0603_1608Metric",401.000000,-105.825000,-90.000000,top
"R241","10K","R_0603_1608Metric",409.000000,-105.825000,-90.000000,top
"R242","10K","R_0603_1608Metric",201.000000,-293.000000,90.000000,top
"R243","10K","R_0603_1608Metric",193.000000,-293.000000,90.000000,top
"R244","10K","R_0603_1608Metric",185.000000,-293.000000,90.000000,top
"R245","10K","R_0603_1608Metric",295.000000,-293.000000,90.000000,top
"R246","10K","R_0603_1608Metric",287.000000,-293.000000,90.000000,top
"R247","10K","R_0603_1608Metric",279.000000,-293.000000,90.000000,top
"R248","10K","R_0603_1608Metric",386.515000,-293.000000,90.000000,top
"R249","10K","R_0603_1608Metric",378.515000,-293.000000,90.000000,top
"R250","10K","R_0603_1608Metric",370.515000,-293.000000,90.000000,top
"R251","10","R_0603_1608Metric",416.485000,-261.245000,90.000000,top
"R252","10","R_0603_1608Metric",418.485000,-261.255000,90.000000,top
"R253","10","R_0603_1608Metric",412.485000,-261.265000,90.000000,top
"R254","10","R_0603_1608Metric",410.485000,-261.275000,90.000000,top
"R255","1.5k","R_0603_1608Metric",408.485000,-261.285000,90.000000,top
"R256","33","R_0603_1608Metric",404.680000,-261.550000,90.000000,top
"R257","33","R_0603_1608Metric",406.670000,-261.550000,90.000000,top
"R258","33","R_0603_1608Metric",422.660000,-266.050000,0.000000,top
"R259","332","R_0603_1608Metric",401.185000,-308.335000,90.000000,top
"R260","332","R_0603_1608Metric",425.185000,-308.345000,90.000000,top
"R261","12.1k","R_0603_1608Metric",418.505000,-271.805000,90.000000,top
"U1","PICO_RP2040","Rasp_Pi_PICO",211.410000,-283.205000,180.000000,top
"U2","PICO_RP2040","Rasp_Pi_PICO",193.630000,-116.205000,0.000000,top
"U3","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",183.385000,-281.025000,180.000000,top
"U4","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",276.885000,-281.025000,180.000000,top
"U5","Opamp_Dual_Generic","DFN-8-1EP_3x3mm_P0.5mm_EP1.65x2.38mm",168.635000,-272.575000,180.000000,top
"U6","Opamp_Dual_Generic","DFN-8-1EP_3x3mm_P0.5mm_EP1.65x2.38mm",236.920000,-126.750000,0.000000,top
"U7","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",369.895000,-281.185000,180.000000,top
"U8","LAN8720A","VQFN-24-1EP_4x4mm_P0.5mm_EP2.5x2.5mm_ThermalVias",414.320000,-266.910000,180.000000,top
"U9","PICO_RP2040","Rasp_Pi_PICO",287.035000,-116.205000,0.000000,top
"U10","PICO_RP2040","Rasp_Pi_PICO",304.885000,-283.205000,180.000000,top
"U11","24AA256UIDT-I/SN","SOIC-8_3.9x4.9mm_P1.27mm",417.225000,-230.355000,0.000000,top
"U13","Opamp_Dual_Generic","DFN-8-1EP_3x3mm_P0.5mm_EP1.65x2.38mm",263.090000,-272.610000,180.000000,top
"U14","Opamp_Dual_Generic","DFN-8-1EP_3x3mm_P0.5mm_EP1.65x2.38mm",329.430000,-126.825000,0.000000,top
"U17","PICO_RP2040","Rasp_Pi_PICO",380.585000,-116.205000,0.000000,top
"U18","PICO_RP2040","Rasp_Pi_PICO",398.370000,-283.205000,180.000000,top
"U22","Opamp_Dual_Generic","DFN-8-1EP_3x3mm_P0.5mm_EP1.65x2.38mm",423.630000,-126.800000,0.000000,top
"U25","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",222.500000,-119.000000,0.000000,top
"U26","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",314.885000,-118.300000,0.000000,top
"U27","MCP3428x-xST","TSSOP-14_4.4x5mm_P0.65mm",408.885000,-118.300000,0.000000,top
"X1","ECS-2033-500-BN","Oscillator_SMD_ECS_2520MV-xxx-xx-4Pin_2.5x2.0mm",422.570000,-261.410000,0.000000,top
